Area(in^2),Density(pcf),Thickness(in),Weight(lbf),Fragility(G)
77.66666667,1.5,1.25,230,15.07391273
77.66666667,1.5,1.25,230,15.07391273
77.66666667,1.5,1.25,230,15.07391273
77.66666667,1.5,1.25,230,15.07391273
77.66666667,1.5,1.25,230,15.07391273
77.66666667,1.5,1.25,230,15.07391273
77.66666667,1.5,1.5,230,14.37723703
77.66666667,1.5,1.5,230,14.37723703
77.66666667,1.5,1.5,230,14.37723703
77.66666667,1.5,1.5,230,14.37723703
77.66666667,1.5,1.5,230,14.37723703
77.66666667,1.5,1.5,230,14.37723703
77.66666667,1.5,1.5,230,14.37723703
77.66666667,1.5,1.5,230,14.37723703
77.66666667,1.5,1.5,230,14.37723703
77.66666667,1.5,1.5,230,14.37723703
77.66666667,1.5,1.75,230,13.81401029
77.66666667,1.5,1.75,230,13.81401029
77.66666667,1.5,1.75,230,13.81401029
77.66666667,1.5,1.75,230,13.81401029
77.66666667,1.5,1.75,230,13.81401029
77.66666667,1.5,1.75,230,13.81401029
77.66666667,1.5,1.75,230,13.81401029
77.66666667,1.5,1.75,230,13.81401029
77.66666667,1.5,1.75,230,13.81401029
77.66666667,1.5,1.75,230,13.81401029
77.66666667,1.5,2,230,13.39159022
77.66666667,1.5,2,230,13.39159022
77.66666667,1.5,2,230,13.39159022
77.66666667,1.5,2,230,13.39159022
77.66666667,1.5,2,230,13.39159022
77.66666667,1.5,2,230,13.39159022
77.66666667,1.5,2,230,13.39159022
77.66666667,1.5,2,230,13.39159022
77.66666667,1.5,2,230,13.39159022
77.66666667,1.5,2,230,13.39159022
77.66666667,1.5,2.25,230,13.06304129
77.66666667,1.5,2.25,230,13.06304129
77.66666667,1.5,2.25,230,13.06304129
77.66666667,1.5,2.25,230,13.06304129
77.66666667,1.5,2.25,230,13.06304129
77.66666667,1.5,2.25,230,13.06304129
77.66666667,1.5,2.25,230,13.06304129
77.66666667,1.5,2.25,230,13.06304129
77.66666667,1.5,2.25,230,13.06304129
77.66666667,1.5,2.25,230,13.06304129
77.66666667,1.5,2.5,230,12.80020214
77.66666667,1.5,2.5,230,12.80020214
77.66666667,1.5,2.5,230,12.80020214
77.66666667,1.5,2.5,230,12.80020214
77.66666667,1.5,2.5,230,12.80020214
77.66666667,1.5,2.5,230,12.80020214
77.66666667,1.5,2.5,230,12.80020214
77.66666667,1.5,2.5,230,12.80020214
77.66666667,1.5,2.5,230,12.80020214
77.66666667,1.5,2.5,230,12.80020214
77.66666667,1.5,2.75,230,12.58515192
77.66666667,1.5,2.75,230,12.58515192
77.66666667,1.5,2.75,230,12.58515192
77.66666667,1.5,2.75,230,12.58515192
77.66666667,1.5,2.75,230,12.58515192
77.66666667,1.5,2.75,230,12.58515192
77.66666667,1.5,2.75,230,12.58515192
77.66666667,1.5,2.75,230,12.58515192
77.66666667,1.5,2.75,230,12.58515192
77.66666667,1.5,2.75,230,12.58515192
77.66666667,1.5,3,230,12.40594341
77.66666667,1.5,3,230,12.40594341
77.66666667,1.5,3,230,12.40594341
77.66666667,1.5,3,230,12.40594341
77.66666667,1.5,3,230,12.40594341
77.66666667,1.5,3,230,12.40594341
77.66666667,1.5,3,230,12.40594341
77.66666667,1.5,3,230,12.40594341
77.66666667,1.5,3,230,12.40594341
77.66666667,1.5,3,230,12.40594341
77.66666667,2,0.75,230,21.97434024
77.66666667,2,0.75,230,21.97434024
77.66666667,2,0.75,230,21.97434024
77.66666667,2,0.75,230,21.97434024
77.66666667,2,0.75,230,21.97434024
77.66666667,2,0.75,230,21.97434024
77.66666667,2,0.75,230,21.97434024
77.66666667,2,0.75,230,21.97434024
77.66666667,2,0.75,230,21.97434024
77.66666667,2,0.75,230,21.97434024
77.66666667,2,1,230,19.54656652
77.66666667,2,1,230,19.54656652
77.66666667,2,1,230,19.54656652
77.66666667,2,1,230,19.54656652
77.66666667,2,1,230,19.54656652
77.66666667,2,1,230,19.54656652
77.66666667,2,1,230,19.54656652
77.66666667,2,1,230,19.54656652
77.66666667,2,1,230,19.54656652
77.66666667,2,1,230,19.54656652
77.66666667,2,1.25,230,18.96348957
77.66666667,2,1.25,230,18.96348957
77.66666667,2,1.25,230,18.96348957
77.66666667,2,1.25,230,18.96348957
77.66666667,2,1.25,230,18.96348957
77.66666667,2,1.25,230,18.96348957
77.66666667,2,1.25,230,18.96348957
77.66666667,2,1.25,230,18.96348957
77.66666667,2,1.25,230,18.96348957
77.66666667,2,1.25,230,18.96348957
77.66666667,2,1.5,230,18.5747716
77.66666667,2,1.5,230,18.5747716
77.66666667,2,1.5,230,18.5747716
77.66666667,2,1.5,230,18.5747716
77.66666667,2,1.5,230,18.5747716
77.66666667,2,1.5,230,18.5747716
77.66666667,2,1.5,230,18.5747716
77.66666667,2,1.5,230,18.5747716
77.66666667,2,1.5,230,18.5747716
77.66666667,2,1.5,230,18.5747716
77.66666667,2,1.75,230,17.75025912
77.66666667,2,1.75,230,17.75025912
77.66666667,2,1.75,230,17.75025912
77.66666667,2,1.75,230,17.75025912
77.66666667,2,1.75,230,17.75025912
77.66666667,2,1.75,230,17.75025912
77.66666667,2,1.75,230,17.75025912
77.66666667,2,1.75,230,17.75025912
77.66666667,2,1.75,230,17.75025912
77.66666667,2,1.75,230,17.75025912
77.66666667,2,2,230,17.13187476
77.66666667,2,2,230,17.13187476
77.66666667,2,2,230,17.13187476
77.66666667,2,2,230,17.13187476
77.66666667,2,2,230,17.13187476
77.66666667,2,2,230,17.13187476
77.66666667,2,2,230,17.13187476
77.66666667,2,2,230,17.13187476
77.66666667,2,2,230,17.13187476
77.66666667,2,2,230,17.13187476
77.66666667,2,2.25,230,16.65090914
77.66666667,2,2.25,230,16.65090914
77.66666667,2,2.25,230,16.65090914
77.66666667,2,2.25,230,16.65090914
77.66666667,2,2.25,230,16.65090914
77.66666667,2,2.25,230,16.65090914
77.66666667,2,2.25,230,16.65090914
77.66666667,2,2.25,230,16.65090914
77.66666667,2,2.25,230,16.65090914
77.66666667,2,2.25,230,16.65090914
77.66666667,2,2.5,230,16.26613665
77.66666667,2,2.5,230,16.26613665
77.66666667,2,2.5,230,16.26613665
77.66666667,2,2.5,230,16.26613665
77.66666667,2,2.5,230,16.26613665
77.66666667,2,2.5,230,16.26613665
77.66666667,2,2.5,230,16.26613665
77.66666667,2,2.5,230,16.26613665
77.66666667,2,2.5,230,16.26613665
77.66666667,2,2.5,230,16.26613665
77.66666667,2,2.75,230,15.95132279
77.66666667,2,2.75,230,15.95132279
77.66666667,2,2.75,230,15.95132279
77.66666667,2,2.75,230,15.95132279
77.66666667,2,2.75,230,15.95132279
77.66666667,2,2.75,230,15.95132279
77.66666667,2,2.75,230,15.95132279
77.66666667,2,2.75,230,15.95132279
77.66666667,2,2.75,230,15.95132279
77.66666667,2,2.75,230,15.95132279
77.66666667,2,3,230,15.68897791
77.66666667,2,3,230,15.68897791
77.66666667,2,3,230,15.68897791
77.66666667,2,3,230,15.68897791
77.66666667,2,3,230,15.68897791
77.66666667,2,3,230,15.68897791
77.66666667,2,3,230,15.68897791
77.66666667,2,3,230,15.68897791
77.66666667,2,3,230,15.68897791
77.66666667,2,3,230,15.68897791
105.3333333,1.25,0.75,230,21.36323236
105.3333333,1.25,0.75,230,21.36323236
105.3333333,1.25,0.75,230,21.36323236
105.3333333,1.25,0.75,230,21.36323236
105.3333333,1.25,0.75,230,21.36323236
105.3333333,1.25,0.75,230,21.36323236
105.3333333,1.25,0.75,230,21.36323236
105.3333333,1.25,0.75,230,21.36323236
105.3333333,1.25,0.75,230,21.36323236
105.3333333,1.25,0.75,230,21.36323236
105.3333333,1.25,1,230,18.95789211
105.3333333,1.25,1,230,18.95789211
105.3333333,1.25,1,230,18.95789211
105.3333333,1.25,1,230,18.95789211
105.3333333,1.25,1,230,18.95789211
105.3333333,1.25,1,230,18.95789211
105.3333333,1.25,1,230,18.95789211
105.3333333,1.25,1,230,18.95789211
105.3333333,1.25,1,230,18.95789211
105.3333333,1.25,1,230,18.95789211
105.3333333,1.25,1.25,230,17.45209395
105.3333333,1.25,1.25,230,17.45209395
105.3333333,1.25,1.25,230,17.45209395
105.3333333,1.25,1.25,230,17.45209395
105.3333333,1.25,1.25,230,17.45209395
105.3333333,1.25,1.25,230,17.45209395
105.3333333,1.25,1.25,230,17.45209395
105.3333333,1.25,1.25,230,17.45209395
105.3333333,1.25,1.25,230,17.45209395
105.3333333,1.25,1.25,230,17.45209395
105.3333333,1.25,1.5,230,16.44822851
105.3333333,1.25,1.5,230,16.44822851
105.3333333,1.25,1.5,230,16.44822851
105.3333333,1.25,1.5,230,16.44822851
105.3333333,1.25,1.5,230,16.44822851
105.3333333,1.25,1.5,230,16.44822851
105.3333333,1.25,1.5,230,16.44822851
105.3333333,1.25,1.5,230,16.44822851
105.3333333,1.25,1.5,230,16.44822851
105.3333333,1.25,1.5,230,16.44822851
105.3333333,1.25,1.75,230,15.9787376
105.3333333,1.25,1.75,230,15.9787376
105.3333333,1.25,1.75,230,15.9787376
105.3333333,1.25,1.75,230,15.9787376
105.3333333,1.25,1.75,230,15.9787376
105.3333333,1.25,1.75,230,15.9787376
105.3333333,1.25,1.75,230,15.9787376
105.3333333,1.25,1.75,230,15.9787376
105.3333333,1.25,1.75,230,15.9787376
105.3333333,1.25,1.75,230,15.9787376
105.3333333,1.25,2,230,15.62661942
105.3333333,1.25,2,230,15.62661942
105.3333333,1.25,2,230,15.62661942
105.3333333,1.25,2,230,15.62661942
105.3333333,1.25,2,230,15.62661942
105.3333333,1.25,2,230,15.62661942
105.3333333,1.25,2,230,15.62661942
105.3333333,1.25,2,230,15.62661942
105.3333333,1.25,2,230,15.62661942
105.3333333,1.25,2,230,15.62661942
105.3333333,1.25,2.25,230,15.35274973
105.3333333,1.25,2.25,230,15.35274973
105.3333333,1.25,2.25,230,15.35274973
105.3333333,1.25,2.25,230,15.35274973
105.3333333,1.25,2.25,230,15.35274973
105.3333333,1.25,2.25,230,15.35274973
105.3333333,1.25,2.25,230,15.35274973
105.3333333,1.25,2.25,230,15.35274973
105.3333333,1.25,2.25,230,15.35274973
105.3333333,1.25,2.25,230,15.35274973
105.3333333,1.25,2.5,230,15.13365397
105.3333333,1.25,2.5,230,15.13365397
105.3333333,1.25,2.5,230,15.13365397
105.3333333,1.25,2.5,230,15.13365397
105.3333333,1.25,2.5,230,15.13365397
105.3333333,1.25,2.5,230,15.13365397
105.3333333,1.25,2.5,230,15.13365397
105.3333333,1.25,2.5,230,15.13365397
105.3333333,1.25,2.5,230,15.13365397
105.3333333,1.25,2.5,230,15.13365397
105.3333333,1.25,2.75,230,14.95439381
105.3333333,1.25,2.75,230,14.95439381
105.3333333,1.25,2.75,230,14.95439381
105.3333333,1.25,2.75,230,14.95439381
105.3333333,1.25,2.75,230,14.95439381
105.3333333,1.25,2.75,230,14.95439381
105.3333333,1.25,2.75,230,14.95439381
105.3333333,1.25,2.75,230,14.95439381
105.3333333,1.25,2.75,230,14.95439381
105.3333333,1.25,2.75,230,14.95439381
105.3333333,1.25,3,230,14.80501034
105.3333333,1.25,3,230,14.80501034
105.3333333,1.25,3,230,14.80501034
105.3333333,1.25,3,230,14.80501034
105.3333333,1.25,3,230,14.80501034
105.3333333,1.25,3,230,14.80501034
105.3333333,1.25,3,230,14.80501034
105.3333333,1.25,3,230,14.80501034
105.3333333,1.25,3,230,14.80501034
105.3333333,1.25,3,230,14.80501034
105.3333333,1.5,0.75,230,22.93585206
105.3333333,1.5,0.75,230,22.93585206
105.3333333,1.5,0.75,230,22.93585206
105.3333333,1.5,0.75,230,22.93585206
105.3333333,1.5,0.75,230,22.93585206
105.3333333,1.5,0.75,230,22.93585206
105.3333333,1.5,0.75,230,22.93585206
105.3333333,1.5,0.75,230,22.93585206
105.3333333,1.5,0.75,230,22.93585206
105.3333333,1.5,0.75,230,22.93585206
105.3333333,1.5,1,230,20.54581204
105.3333333,1.5,1,230,20.54581204
105.3333333,1.5,1,230,20.54581204
105.3333333,1.5,1,230,20.54581204
105.3333333,1.5,1,230,20.54581204
105.3333333,1.5,1,230,20.54581204
105.3333333,1.5,1,230,20.54581204
105.3333333,1.5,1,230,20.54581204
105.3333333,1.5,1,230,20.54581204
105.3333333,1.5,1,230,20.54581204
105.3333333,1.5,1.25,230,19.37857519
105.3333333,1.5,1.25,230,19.37857519
105.3333333,1.5,1.25,230,19.37857519
105.3333333,1.5,1.25,230,19.37857519
105.3333333,1.5,1.25,230,19.37857519
105.3333333,1.5,1.25,230,19.37857519
105.3333333,1.5,1.25,230,19.37857519
105.3333333,1.5,1.25,230,19.37857519
105.3333333,1.5,1.25,230,19.37857519
105.3333333,1.5,1.25,230,19.37857519
105.3333333,1.5,1.5,230,18.60041729
105.3333333,1.5,1.5,230,18.60041729
105.3333333,1.5,1.5,230,18.60041729
105.3333333,1.5,1.5,230,18.60041729
105.3333333,1.5,1.5,230,18.60041729
105.3333333,1.5,1.5,230,18.60041729
105.3333333,1.5,1.5,230,18.60041729
105.3333333,1.5,1.5,230,18.60041729
105.3333333,1.5,1.5,230,18.60041729
105.3333333,1.5,1.5,230,18.60041729
105.3333333,1.5,1.75,230,18.19852171
105.3333333,1.5,1.75,230,18.19852171
105.3333333,1.5,1.75,230,18.19852171
105.3333333,1.5,1.75,230,18.19852171
105.3333333,1.5,1.75,230,18.19852171
105.3333333,1.5,1.75,230,18.19852171
105.3333333,1.5,1.75,230,18.19852171
105.3333333,1.5,1.75,230,18.19852171
105.3333333,1.5,1.75,230,18.19852171
105.3333333,1.5,1.75,230,18.19852171
105.3333333,1.5,2,230,17.89710002
105.3333333,1.5,2,230,17.89710002
105.3333333,1.5,2,230,17.89710002
105.3333333,1.5,2,230,17.89710002
105.3333333,1.5,2,230,17.89710002
105.3333333,1.5,2,230,17.89710002
105.3333333,1.5,2,230,17.89710002
105.3333333,1.5,2,230,17.89710002
105.3333333,1.5,2,230,17.89710002
105.3333333,1.5,2,230,17.89710002
105.3333333,1.5,2.25,230,17.66266093
105.3333333,1.5,2.25,230,17.66266093
105.3333333,1.5,2.25,230,17.66266093
105.3333333,1.5,2.25,230,17.66266093
105.3333333,1.5,2.25,230,17.66266093
105.3333333,1.5,2.25,230,17.66266093
105.3333333,1.5,2.25,230,17.66266093
105.3333333,1.5,2.25,230,17.66266093
105.3333333,1.5,2.25,230,17.66266093
105.3333333,1.5,2.25,230,17.66266093
105.3333333,1.5,2.5,230,17.47510966
105.3333333,1.5,2.5,230,17.47510966
105.3333333,1.5,2.5,230,17.47510966
105.3333333,1.5,2.5,230,17.47510966
105.3333333,1.5,2.5,230,17.47510966
105.3333333,1.5,2.5,230,17.47510966
105.3333333,1.5,2.5,230,17.47510966
105.3333333,1.5,2.5,230,17.47510966
105.3333333,1.5,2.5,230,17.47510966
105.3333333,1.5,2.5,230,17.47510966
105.3333333,1.5,2.75,230,17.32165862
105.3333333,1.5,2.75,230,17.32165862
105.3333333,1.5,2.75,230,17.32165862
105.3333333,1.5,2.75,230,17.32165862
105.3333333,1.5,2.75,230,17.32165862
105.3333333,1.5,2.75,230,17.32165862
105.3333333,1.5,2.75,230,17.32165862
105.3333333,1.5,2.75,230,17.32165862
105.3333333,1.5,2.75,230,17.32165862
105.3333333,1.5,2.75,230,17.32165862
105.3333333,1.5,3,230,17.19378275
105.3333333,1.5,3,230,17.19378275
105.3333333,1.5,3,230,17.19378275
105.3333333,1.5,3,230,17.19378275
105.3333333,1.5,3,230,17.19378275
105.3333333,1.5,3,230,17.19378275
105.3333333,1.5,3,230,17.19378275
105.3333333,1.5,3,230,17.19378275
105.3333333,1.5,3,230,17.19378275
105.3333333,1.5,3,230,17.19378275
105.3333333,2,0.75,230,27.26594109
105.3333333,2,0.75,230,27.26594109
105.3333333,2,0.75,230,27.26594109
105.3333333,2,0.75,230,27.26594109
105.3333333,2,0.75,230,27.26594109
105.3333333,2,0.75,230,27.26594109
105.3333333,2,0.75,230,27.26594109
105.3333333,2,0.75,230,27.26594109
105.3333333,2,0.75,230,27.26594109
105.3333333,2,0.75,230,27.26594109
105.3333333,2,1,230,24.67808389
105.3333333,2,1,230,24.67808389
105.3333333,2,1,230,24.67808389
105.3333333,2,1,230,24.67808389
105.3333333,2,1,230,24.67808389
105.3333333,2,1,230,24.67808389
105.3333333,2,1,230,24.67808389
105.3333333,2,1,230,24.67808389
105.3333333,2,1,230,24.67808389
105.3333333,2,1,230,24.67808389
105.3333333,2,1.25,230,23.81410861
105.3333333,2,1.25,230,23.81410861
105.3333333,2,1.25,230,23.81410861
105.3333333,2,1.25,230,23.81410861
105.3333333,2,1.25,230,23.81410861
105.3333333,2,1.25,230,23.81410861
105.3333333,2,1.25,230,23.81410861
105.3333333,2,1.25,230,23.81410861
105.3333333,2,1.25,230,23.81410861
105.3333333,2,1.25,230,23.81410861
105.3333333,2,1.5,230,23.23812509
105.3333333,2,1.5,230,23.23812509
105.3333333,2,1.5,230,23.23812509
105.3333333,2,1.5,230,23.23812509
105.3333333,2,1.5,230,23.23812509
105.3333333,2,1.5,230,23.23812509
105.3333333,2,1.5,230,23.23812509
105.3333333,2,1.5,230,23.23812509
105.3333333,2,1.5,230,23.23812509
105.3333333,2,1.5,230,23.23812509
105.3333333,2,1.75,230,22.22568775
105.3333333,2,1.75,230,22.22568775
105.3333333,2,1.75,230,22.22568775
105.3333333,2,1.75,230,22.22568775
105.3333333,2,1.75,230,22.22568775
105.3333333,2,1.75,230,22.22568775
105.3333333,2,1.75,230,22.22568775
105.3333333,2,1.75,230,22.22568775
105.3333333,2,1.75,230,22.22568775
105.3333333,2,1.75,230,22.22568775
105.3333333,2,2,230,21.46635975
105.3333333,2,2,230,21.46635975
105.3333333,2,2,230,21.46635975
105.3333333,2,2,230,21.46635975
105.3333333,2,2,230,21.46635975
105.3333333,2,2,230,21.46635975
105.3333333,2,2,230,21.46635975
105.3333333,2,2,230,21.46635975
105.3333333,2,2,230,21.46635975
105.3333333,2,2,230,21.46635975
105.3333333,2,2.25,230,20.87577131
105.3333333,2,2.25,230,20.87577131
105.3333333,2,2.25,230,20.87577131
105.3333333,2,2.25,230,20.87577131
105.3333333,2,2.25,230,20.87577131
105.3333333,2,2.25,230,20.87577131
105.3333333,2,2.25,230,20.87577131
105.3333333,2,2.25,230,20.87577131
105.3333333,2,2.25,230,20.87577131
105.3333333,2,2.25,230,20.87577131
105.3333333,2,2.5,230,20.40330055
105.3333333,2,2.5,230,20.40330055
105.3333333,2,2.5,230,20.40330055
105.3333333,2,2.5,230,20.40330055
105.3333333,2,2.5,230,20.40330055
105.3333333,2,2.5,230,20.40330055
105.3333333,2,2.5,230,20.40330055
105.3333333,2,2.5,230,20.40330055
105.3333333,2,2.5,230,20.40330055
105.3333333,2,2.5,230,20.40330055
105.3333333,2,2.75,230,20.01673357
105.3333333,2,2.75,230,20.01673357
105.3333333,2,2.75,230,20.01673357
105.3333333,2,2.75,230,20.01673357
105.3333333,2,2.75,230,20.01673357
105.3333333,2,2.75,230,20.01673357
105.3333333,2,2.75,230,20.01673357
105.3333333,2,2.75,230,20.01673357
105.3333333,2,2.75,230,20.01673357
105.3333333,2,2.75,230,20.01673357
105.3333333,2,3,230,19.69459442
105.3333333,2,3,230,19.69459442
105.3333333,2,3,230,19.69459442
105.3333333,2,3,230,19.69459442
105.3333333,2,3,230,19.69459442
105.3333333,2,3,230,19.69459442
105.3333333,2,3,230,19.69459442
105.3333333,2,3,230,19.69459442
105.3333333,2,3,230,19.69459442
105.3333333,2,3,230,19.69459442
133,1.25,0.75,230,24.35744062
133,1.25,0.75,230,24.35744062
133,1.25,0.75,230,24.35744062
133,1.25,0.75,230,24.35744062
133,1.25,0.75,230,24.35744062
133,1.25,0.75,230,24.35744062
133,1.25,0.75,230,24.35744062
133,1.25,0.75,230,24.35744062
133,1.25,0.75,230,24.35744062
133,1.25,0.75,230,24.35744062
133,1.25,1,230,24.6552743
133,1.25,1,230,24.6552743
133,1.25,1,230,24.6552743
133,1.25,1,230,24.6552743
133,1.25,1,230,24.6552743
133,1.25,1,230,24.6552743
133,1.25,1,230,24.6552743
133,1.25,1,230,24.6552743
133,1.25,1,230,24.6552743
133,1.25,1,230,24.6552743
133,1.25,1.25,230,22.7019653
133,1.25,1.25,230,22.7019653
133,1.25,1.25,230,22.7019653
133,1.25,1.25,230,22.7019653
133,1.25,1.25,230,22.7019653
133,1.25,1.25,230,22.7019653
133,1.25,1.25,230,22.7019653
133,1.25,1.25,230,22.7019653
133,1.25,1.25,230,22.7019653
133,1.25,1.25,230,22.7019653
133,1.25,1.5,230,21.3997593
133,1.25,1.5,230,21.3997593
133,1.25,1.5,230,21.3997593
133,1.25,1.5,230,21.3997593
133,1.25,1.5,230,21.3997593
133,1.25,1.5,230,21.3997593
133,1.25,1.5,230,21.3997593
133,1.25,1.5,230,21.3997593
133,1.25,1.5,230,21.3997593
133,1.25,1.5,230,21.3997593
133,1.25,1.75,230,20.70550765
133,1.25,1.75,230,20.70550765
133,1.25,1.75,230,20.70550765
133,1.25,1.75,230,20.70550765
133,1.25,1.75,230,20.70550765
133,1.25,1.75,230,20.70550765
133,1.25,1.75,230,20.70550765
133,1.25,1.75,230,20.70550765
133,1.25,1.75,230,20.70550765
133,1.25,1.75,230,20.70550765
133,1.25,2,230,20.18481891
133,1.25,2,230,20.18481891
133,1.25,2,230,20.18481891
133,1.25,2,230,20.18481891
133,1.25,2,230,20.18481891
133,1.25,2,230,20.18481891
133,1.25,2,230,20.18481891
133,1.25,2,230,20.18481891
133,1.25,2,230,20.18481891
133,1.25,2,230,20.18481891
133,1.25,2.25,230,19.77983878
133,1.25,2.25,230,19.77983878
133,1.25,2.25,230,19.77983878
133,1.25,2.25,230,19.77983878
133,1.25,2.25,230,19.77983878
133,1.25,2.25,230,19.77983878
133,1.25,2.25,230,19.77983878
133,1.25,2.25,230,19.77983878
133,1.25,2.25,230,19.77983878
133,1.25,2.25,230,19.77983878
133,1.25,2.5,230,19.45585467
133,1.25,2.5,230,19.45585467
133,1.25,2.5,230,19.45585467
133,1.25,2.5,230,19.45585467
133,1.25,2.5,230,19.45585467
133,1.25,2.5,230,19.45585467
133,1.25,2.5,230,19.45585467
133,1.25,2.5,230,19.45585467
133,1.25,2.5,230,19.45585467
133,1.25,2.5,230,19.45585467
133,1.25,2.75,230,19.19077677
133,1.25,2.75,230,19.19077677
133,1.25,2.75,230,19.19077677
133,1.25,2.75,230,19.19077677
133,1.25,2.75,230,19.19077677
133,1.25,2.75,230,19.19077677
133,1.25,2.75,230,19.19077677
133,1.25,2.75,230,19.19077677
133,1.25,2.75,230,19.19077677
133,1.25,2.75,230,19.19077677
133,1.25,3,230,18.96987851
133,1.25,3,230,18.96987851
133,1.25,3,230,18.96987851
133,1.25,3,230,18.96987851
133,1.25,3,230,18.96987851
133,1.25,3,230,18.96987851
133,1.25,3,230,18.96987851
133,1.25,3,230,18.96987851
133,1.25,3,230,18.96987851
133,1.25,3,230,18.96987851
133,1.5,0.75,230,27.0869033
133,1.5,0.75,230,27.0869033
133,1.5,0.75,230,27.0869033
133,1.5,0.75,230,27.0869033
133,1.5,0.75,230,27.0869033
133,1.5,0.75,230,27.0869033
133,1.5,0.75,230,27.0869033
133,1.5,0.75,230,27.0869033
133,1.5,0.75,230,27.0869033
133,1.5,0.75,230,27.0869033
133,1.5,1,230,25.78124227
133,1.5,1,230,25.78124227
133,1.5,1,230,25.78124227
133,1.5,1,230,25.78124227
133,1.5,1,230,25.78124227
133,1.5,1,230,25.78124227
133,1.5,1,230,25.78124227
133,1.5,1,230,25.78124227
133,1.5,1,230,25.78124227
133,1.5,1,230,25.78124227
133,1.5,1.25,230,24.27620794
133,1.5,1.25,230,24.27620794
133,1.5,1.25,230,24.27620794
133,1.5,1.25,230,24.27620794
133,1.5,1.25,230,24.27620794
133,1.5,1.25,230,24.27620794
133,1.5,1.25,230,24.27620794
133,1.5,1.25,230,24.27620794
133,1.5,1.25,230,24.27620794
133,1.5,1.25,230,24.27620794
133,1.5,1.5,230,23.27285173
133,1.5,1.5,230,23.27285173
133,1.5,1.5,230,23.27285173
133,1.5,1.5,230,23.27285173
133,1.5,1.5,230,23.27285173
133,1.5,1.5,230,23.27285173
133,1.5,1.5,230,23.27285173
133,1.5,1.5,230,23.27285173
133,1.5,1.5,230,23.27285173
133,1.5,1.5,230,23.27285173
133,1.5,1.75,230,22.99097879
133,1.5,1.75,230,22.99097879
133,1.5,1.75,230,22.99097879
133,1.5,1.75,230,22.99097879
133,1.5,1.75,230,22.99097879
133,1.5,1.75,230,22.99097879
133,1.5,1.75,230,22.99097879
133,1.5,1.75,230,22.99097879
133,1.5,1.75,230,22.99097879
133,1.5,1.75,230,22.99097879
133,1.5,2,230,22.77957408
133,1.5,2,230,22.77957408
133,1.5,2,230,22.77957408
133,1.5,2,230,22.77957408
133,1.5,2,230,22.77957408
133,1.5,2,230,22.77957408
133,1.5,2,230,22.77957408
133,1.5,2,230,22.77957408
133,1.5,2,230,22.77957408
133,1.5,2,230,22.77957408
133,1.5,2.25,230,22.6151482
133,1.5,2.25,230,22.6151482
133,1.5,2.25,230,22.6151482
133,1.5,2.25,230,22.6151482
133,1.5,2.25,230,22.6151482
133,1.5,2.25,230,22.6151482
133,1.5,2.25,230,22.6151482
133,1.5,2.25,230,22.6151482
133,1.5,2.25,230,22.6151482
133,1.5,2.25,230,22.6151482
133,1.5,2.5,230,22.4836075
133,1.5,2.5,230,22.4836075
133,1.5,2.5,230,22.4836075
133,1.5,2.5,230,22.4836075
133,1.5,2.5,230,22.4836075
133,1.5,2.5,230,22.4836075
133,1.5,2.5,230,22.4836075
133,1.5,2.5,230,22.4836075
133,1.5,2.5,230,22.4836075
133,1.5,2.5,230,22.4836075
133,1.5,2.75,230,22.37598328
133,1.5,2.75,230,22.37598328
133,1.5,2.75,230,22.37598328
133,1.5,2.75,230,22.37598328
133,1.5,2.75,230,22.37598328
133,1.5,2.75,230,22.37598328
133,1.5,2.75,230,22.37598328
133,1.5,2.75,230,22.37598328
133,1.5,2.75,230,22.37598328
133,1.5,2.75,230,22.37598328
133,1.5,3,230,22.28629644
133,1.5,3,230,22.28629644
133,1.5,3,230,22.28629644
133,1.5,3,230,22.28629644
133,1.5,3,230,22.28629644
133,1.5,3,230,22.28629644
133,1.5,3,230,22.28629644
133,1.5,3,230,22.28629644
133,1.5,3,230,22.28629644
133,1.5,3,230,22.28629644
133,2,0.75,230,31.51099712
133,2,0.75,230,31.51099712
133,2,0.75,230,31.51099712
133,2,0.75,230,31.51099712
133,2,0.75,230,31.51099712
133,2,0.75,230,31.51099712
133,2,0.75,230,31.51099712
133,2,0.75,230,31.51099712
133,2,0.75,230,31.51099712
133,2,0.75,230,31.51099712
133,2,1,230,28.66466165
133,2,1,230,28.66466165
133,2,1,230,28.66466165
133,2,1,230,28.66466165
133,2,1,230,28.66466165
133,2,1,230,28.66466165
133,2,1,230,28.66466165
133,2,1,230,28.66466165
133,2,1,230,28.66466165
133,2,1,230,28.66466165
133,2,1.25,230,28.31022335
133,2,1.25,230,28.31022335
133,2,1.25,230,28.31022335
133,2,1.25,230,28.31022335
133,2,1.25,230,28.31022335
133,2,1.25,230,28.31022335
133,2,1.25,230,28.31022335
133,2,1.25,230,28.31022335
133,2,1.25,230,28.31022335
133,2,1.25,230,28.31022335
133,2,1.5,230,28.07393115
133,2,1.5,230,28.07393115
133,2,1.5,230,28.07393115
133,2,1.5,230,28.07393115
133,2,1.5,230,28.07393115
133,2,1.5,230,28.07393115
133,2,1.5,230,28.07393115
133,2,1.5,230,28.07393115
133,2,1.5,230,28.07393115
133,2,1.5,230,28.07393115
133,2,1.75,230,27.06793613
133,2,1.75,230,27.06793613
133,2,1.75,230,27.06793613
133,2,1.75,230,27.06793613
